carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6134.56
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,2166.71
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4581.01
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1142.29
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4557.51
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1502.6
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,74.4
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3885.22
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,6087.3
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2506.93
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,-983.34
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,973.35
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5745.09
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,2451.84
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,14191.23
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6666.27
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,14393.13
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4692.06
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4598.54
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13293.23
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,694.65
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,4248.52
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,6353.17
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,8165.26
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1085.73
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4273.53
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3873.2
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5177.38
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,5188.98
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,4150.83
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3803.97
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,4375.1
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3472.92
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,3290.28
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,788.12
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,-261.22
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,980.4
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,12048.69
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,279.53
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1851.82
2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14430.41
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3779.73
0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,257.07
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1292.49
1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5539.07
0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,2162.21
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,-946.04
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,6629.76
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6832.3
1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2565.11
1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6599.58
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4465.39
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,742.48
0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1771.72
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,-44.95
2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14434.13
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1212.53
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,668.91
2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,15735.03
0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,873.65
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,7218.09
0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2445.06
0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,606.94
0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,4482.15
0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,-110.25
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,8075.46
1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,11070.54
0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2560.68
0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,549.47
2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,14558.19
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,1131.37
0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,525.84
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,759.31
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,3171.85
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,945.24
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10408.19
1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4001.66
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,230.18
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,571.3
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4908.41
1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,7260.26
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,249.13
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3489.49
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2957.08
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4726.5
0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3979.73
0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1403.18
1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,8828.94
0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1188.72
1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,12201.2
0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,-1149.5
0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2639.17
0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,1375.14
2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,14921.05
0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,1953.4
1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,6217.26
1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7918.55
0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,786.31
1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,11032.91
0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,-528.78
1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,8498.69
1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,9980.13
1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,8847.62
0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,-107.21
0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,-81.76
1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,5217.68
0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,1229.25
1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,7026.83
2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,13102.29
2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14598.05
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,11666.61
1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7659.59
0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,316.16
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,680.67
1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,6359.41
0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,2152.47
0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,298.57
0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3896.63
1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,7937.71
1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,6993.31
0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,-419.8
2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,14998.73
0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,913.67
0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,632.68
0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,987.42
2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,14512.98
0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,-202.03
1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3773.1
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,2392.1
1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,9723.46
2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,14629.87
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,615.12
1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7733.03
2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,13898.04
0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,472.27
0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,157.86
0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,1026.12
0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,670.3
1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5419.55
1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,5105.8
1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,7947.77
0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,3788.69
0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1894.09
1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,6542.61
0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1167.93
1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7684.46
0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,923.54
1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5708.06
1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11120.06
1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,10250.16
1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,5320.37
0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,132.91
1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,8195.22
1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,10420.93
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,2315.45
1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,4627.58
0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,4160.06
0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,2039.92
0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,-9.5
0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,1525.29
0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4779.93
0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,926.22
3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,21624.91
0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,1080.02
0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2594.72
0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,1094.01
1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,6873.36
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,5485.39
0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,1052.71
0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4311.93
0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2989.86
1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5652.23
0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,3010.96
0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,2905.34
0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,937.87
0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,1355.81
1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5674.2
1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,6248.11
1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,6522.75
0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1562.75
0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2196.78
0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,5161.04
0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,413.99
0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,4247.66
0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,-52.72
0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,1860.52
1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,5436.17
0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5560.59
0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1053.95
2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,14143.48
0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,1663.46
0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,791.32
0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,594.62
0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,2274.31
0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,5003.8
0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,281.21
0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,-376.17
1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,6384.03
0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1839.1
1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,5428.41
1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,6146.9
0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,-860.27
1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,5616.79
0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,2213.61
0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,2314.75
1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5945.33
0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,549.81
0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,3685.49
1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,10067.34
0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,474.4
0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,1911.68
0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,294.38
0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4837.6
0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2987.41
0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,76.54
1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,11091.26
0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,3289.3
0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,1.23
0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1875.83
0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,1781.45
0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1283.79
0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,824.08
0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,743.87
0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,4270.77
1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,5382.49
0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,4322.97
0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1683.11
0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,695.34
0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,261.41
0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,5032.66
0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,3901.92
0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,601.1
0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1127.35
0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2362.32
0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,2458.88
0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,952.32
2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,17972.13
0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,708.55
0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,2862.47
0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,876.64
1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,6134.56
0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,218.11
0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,4306.55
1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,7208.38
1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,6718.75
0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,2882.4
1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,4270.97
1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,4192.7
0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,680.73
0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,1406.28
0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,1627.47
0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,811.8
1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,7648.75
1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,4738.62
0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1644.01
0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,967.65
1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,8275.38
0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,901.65
0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,1093.05
0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,1169.07
0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,482.98
2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,14704.28
0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,2037.47
0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,1445.27
0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1624.48
1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,11053.14
0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,969.44
1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5903.8
0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,2831.1
0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,699.11
1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,5015.85
0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,684.86
0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,230.07
0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,-1306.44
1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,6463.33
1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,6748.3
0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,4199.33
0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,1022.94
1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,3794.99
1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,2842.49
0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,1421.29
0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,1748.43
0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,1076.17
1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,7034.07
0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,1794.68
1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,10969.56
0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,120.27
1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,7300.18
0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,800.05
0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,755.06
0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,3790.44
2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,15096.58
0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,498.68
0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,3562.21
0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,1748.74
0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,-196.02
0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,3362.48
0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,460.12
1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,5607.63
0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,746.51
1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,4004.2
0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,2196.78
0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1241.09
1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,9741.51
0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,2166.13
0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,2456.9
0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,3211.46
1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,5512.99
0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,1258.65
1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,8175.46
0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,2314.64
0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,649.92
0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,3506.71
0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,1240.16
0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,289.52
0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,3710.04
1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,6237.18
0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,1000.75
0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,6278.42
0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4922.36
0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,715.78
1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,6905.8
1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,6291.61
1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,7123.59
1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55,10865.75
0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,2617.88
0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,3648.33
2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,15730.99
0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,933.31
0.28,Very Good,E,VS1,59.0,60.0,4.26,4.32,2.53,701.93
0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,1064.44
0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8,880.21
0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87,572.72
0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,3441.77
0.57,Good,D,VS2,58.3,61.0,5.42,5.45,3.17,2537.5
1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,6479.83
0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,2824.49
0.39,Premium,G,VS2,60.4,61.0,4.7,4.67,2.83,819.14
0.7,Ideal,G,VS1,62.7,57.0,5.66,5.7,3.56,3647.71
0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,3975.06
0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,-673.32
0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,3061.88
0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,3879.67
0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,-1477.32
0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,1774.48
1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,5089.17
0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,-548.0
0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,3001.8
0.31,Ideal,H,VVS2,62.2,55.0,4.35,4.36,2.71,579.08
1.0,Good,F,SI1,60.1,65.0,6.4,6.44,3.86,5269.7
1.01,Very Good,F,VVS2,59.8,58.0,6.47,6.55,3.89,6944.03
0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,3464.49
0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,2074.16
