carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4878.361002944184
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,4700.465209570411
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2583.107152382862
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1389.3214824675356
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3505.6848106612333
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2498.1485743525104
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1431.4748737407258
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4458.689016132114
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,4104.775725898192
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2737.119838384537
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5775.374684767816
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,480.39035281221913
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,747.6504529942863
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4431.621644027457
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1152.581459406298
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,1151.4960643921272
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4686.275234473159
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,6864.032013312091
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,7991.370277634393
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4850.429111029345
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,956.625784289989
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,906.9152332101012
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3455.0114666030154
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2807.5625563446715
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5442.887193507824
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9387.05426014734
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,647.0604769924662
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1026.400767807313
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,802.1398881572109
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9131.09665712834
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2597.7346265495985
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3678.7385348800094
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2734.0252694162405
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,981.5263899708011
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3425.395001981714
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5091.0969585059975
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1236.7155528741164
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,11425.706003833662
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6675.805449901603
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6745.238506324917
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-513.401015573279
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,761.8629294883572
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2925.132252938432
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4023.8581998427585
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,961.5099421205082
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15150.734007111254
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6746.056957473433
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,463.3752722742379
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,135.84966316304462
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,2163.395057488979
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,15062.558499151015
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,496.32002834045807
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11897.451803159345
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,131.62764974688207
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1933.3982685865071
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2542.0487695860934
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6823.603660667302
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,395.62825147210924
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,6010.109523019824
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9500.827315174589
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,916.5892823028621
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1333.3346472535518
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4615.956114422937
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,-515.0538590144874
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10948.462242617743
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,6016.163788199901
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1404.5765904069617
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5555.204781579132
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,2053.2791046534826
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4725.5436047319945
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,732.8144345744927
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6283.7535946614635
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,551.1532682359734
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4529.423676530422
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,409.7299527237833
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4449.305434167816
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6691.007947413604
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4629.210192716604
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1700.4627895304616
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1555.1095470546647
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7809.504216637695
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,4840.47117848882
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5730.520949747839
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1873.0677940670462
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13581.974139630544
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,10608.780801913925
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10421.431056645963
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5508.210336618794
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2608.3575021683123
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4162.475596537429
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,93.90878443181782
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3943.3040859315715
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1137.5252208606312
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,2319.5334136211463
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,3115.833173678688
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,6244.692927501874
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,3625.92088034304
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,14592.740361871094
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,799.2759283930832
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,677.57763709851
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,1214.4606761744803
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,601.487700790984
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,11145.47406417757
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,-824.8905217496649
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,-550.1333657572054
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,1679.2395720924278
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,971.609675766806
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,2024.2429184398738
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2210.3183369266803
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,3335.585228034278
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,885.7069670832284
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,12112.220129666122
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,1924.3355396820066
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,9022.708404999792
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1643.1272076074342
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1455.3539710188575
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6726.980490087535
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1460.9192268572883
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,2238.5669392026352
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,11507.85686039944
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,7555.010756732296
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,174.8189438621116
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1162.4915265715858
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4806.6931318977295
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6569.023406071465
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3433.3083583732728
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1791.2784768636616
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1210.6804960252161
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1214.1957338930456
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1585.367324530605
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,948.3688034168249
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,19034.436082718305
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,13206.50414656121
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,7745.657186974035
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3109.2803114976614
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4624.513466686578
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1504.3633399396326
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,-1268.6487679887937
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2601.55787804074
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1102.9737724370375
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3986.218460209834
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,15710.796413417638
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2994.5091774603175
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,13367.752914736333
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8941.910082974462
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2112.0529450390027
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,3351.0670692442663
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,6198.1331617196665
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3721.7951502616875
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2966.5088442498045
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2742.5013742669485
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,14876.71771308101
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,1295.2827192763684
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,4208.784085162599
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,4914.568079994278
0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,441.7143630254932
0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,2109.0371168284673
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,892.6985016228641
1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,6142.109777068048
0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1709.508293617128
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,11231.50608951963
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,1284.4610381301177
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,1865.1846345485828
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,-175.90533495710815
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1823.2362515947575
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5957.485292373464
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2310.530815055106
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4721.982189668175
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,-10.705321086318236
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,-241.2169319607433
0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,-962.4674140818765
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,137.90654403399594
0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,3489.30734465506
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1960.299232174672
0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,800.3471561782403
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5742.820373989796
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2476.613603137446
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,5833.223670455832
2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15509.43052737929
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6482.801808417846
1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5449.049715680245
1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10310.78563127329
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2433.856868904881
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,-318.06717512986324
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,773.8058619851786
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3520.207189193043
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6827.196272788167
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,-606.842204043885
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1801.5741086967005
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6134.563419970739
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,2166.7081377166464
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4581.013281655458
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1142.2942322461981
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4557.513312288875
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1502.596020069905
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,74.40241177708094
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3885.224883612224
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,6087.298632639941
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2506.932456687628
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,-983.3357872262472
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,973.3493098645981
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5745.088532482358
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,2451.8382946232937
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,14191.228711303238
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6666.274419186415
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,14393.125731967464
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4692.05631407038
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4598.537870125245
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13293.228782588381
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,694.6526750208236
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,4248.519256014311
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,6353.166158653426
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,8165.255628456687
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1085.7289932812487
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4273.534371247183
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3873.2018466255035
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5177.377865055158
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,5188.975048975422
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,4150.827431189203
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3803.9746144407104
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,4375.101562340644
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3472.918201603143
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,3290.2807135930548
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,788.1237259938259
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,-261.2159056969899
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,980.3973238010417
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,12048.694993387315
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,279.53140212817607
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1851.8166019758032
2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14430.409897572112
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3779.7311215799778
0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,257.07138841376263
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1292.4917721057259
1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5539.0725993399865
0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,2162.211029881601
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,-946.0392117119532
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,6629.758717691695
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6832.295356582199
1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2565.110764334684
1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6599.577094484317
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4465.385071415317
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,742.4766329014878
0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1771.7221887849769
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,-44.949349334619
2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14434.133463706095
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1212.5250879586843
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,668.9062857032136
2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,15735.029512344776
0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,873.6546086273779
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,7218.087139190013
0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2445.0640955234735
0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,606.9446752777317
0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,4482.154550364421
0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,-110.25304441948401
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,8075.458794969863
1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,11070.53509739062
0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2560.67611278984
0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,549.4749786220559
2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,14558.191230604507
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,1131.3723892746598
0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,525.843276313361
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,759.3094106513167
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,3171.8470038145792
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,945.2394136450125
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10408.191046320591
1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4001.663674305484
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,230.17662797769435
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,571.2964135202269
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4908.405899737872
1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,7260.259971536214
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,249.13029216517634
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3489.493496773583
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2957.0822438987557
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4726.500435833062
0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3979.7271256524796
0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1403.1752697744428
1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,8828.940625623385
0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1188.7249139766332
1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,12201.197489136079
0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,-1149.4964737495561
0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2639.166499294259
0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,1375.1369921822438
2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,14921.054156794884
0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,1953.39702577464
1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,6217.256068956476
1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7918.546855591794
0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,786.3072053689089
1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,11032.914067714022
0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,-528.7809682316315
1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,8498.685149966488
1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,9980.128150490993
1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,8847.62088003225
0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,-107.20506368470296
0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,-81.75730389998216
1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,5217.683834261959
0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,1229.2534139140257
1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,7026.825701128764
2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,13102.286819483053
2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14598.048015559218
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,11666.614420703698
1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7659.592074346232
0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,316.15712777641875
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,680.6688829672034
1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,6359.406919959072
0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,2152.4693085945023
0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,298.56749617476044
0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3896.6259204139114
1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,7937.708828199506
1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,6993.309766485461
0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,-419.79907801204945
2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,14998.728822313771
0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,913.6740561703286
0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,632.6818097895098
0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,987.4160344600355
2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,14512.984784235188
0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,-202.03176345612474
1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3773.098938392513
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,2392.1016504260865
1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,9723.459159169171
2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,14629.872730312845
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,615.119849320597
1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7733.03285584757
2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,13898.044620215207
0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,472.27145775622694
0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,157.86485503187623
